cat,var,count,uniq_count
Salad dressings and vegetable oils,8,36,29
Salad dressings and vegetable oils,99,2,1
Saltine crackers,0,47,39
Saltine crackers,1,62,52
Saltine crackers,2,114,97
Saltine crackers,3,77,65
Saltine crackers,4,63,53
Saltine crackers,5,81,71
Saltine crackers,8,6,6
Sausages,0,74,64
Sausages,1,92,82
Sausages,2,164,137
Sausages,3,153,133
Sausages,4,95,81
Sausages,5,147,122
Sausages,8,12,10
Sausages,99,1,1
Seafood mixed dishes,0,53,43
Seafood mixed dishes,1,68,60
Seafood mixed dishes,2,100,91
Seafood mixed dishes,3,78,70
Seafood mixed dishes,4,54,49
Seafood mixed dishes,5,68,60
Seafood mixed dishes,8,5,4
Shellfish,0,67,50
Shellfish,1,75,55
Shellfish,2,114,92
Shellfish,3,75,60
Shellfish,4,30,23
Shellfish,5,60,53
Shellfish,8,6,6
Soft drinks,0,383,205
Soft drinks,1,648,324
Soft drinks,2,998,506
Soft drinks,3,726,380
Soft drinks,4,576,276
Soft drinks,5,795,388
Soft drinks,8,99,54
Soft drinks,99,3,2
Soups,0,223,150
Soups,1,312,207
Soups,2,434,300
Soups,3,297,197
Soups,4,151,114
Soups,5,205,162
Soups,8,57,29
Soups,99,5,2
Soy-based condiments,0,73,50
Soy-based condiments,1,45,37
Soy-based condiments,2,119,91
Soy-based condiments,3,68,48
Soy-based condiments,4,15,15
Soy-based condiments,5,34,31
Soy-based condiments,8,6,6
Sport and energy drinks,0,57,37
Sport and energy drinks,1,75,57
Sport and energy drinks,2,129,101
Sport and energy drinks,3,96,74
Sport and energy drinks,4,72,45
Sport and energy drinks,5,78,48
Sport and energy drinks,8,17,9
Sport and energy drinks,99,1,1
Stir-fry and soy-based sauce mixtures,0,64,53
Stir-fry and soy-based sauce mixtures,1,85,69
Stir-fry and soy-based sauce mixtures,2,139,89
Stir-fry and soy-based sauce mixtures,3,107,80
Stir-fry and soy-based sauce mixtures,4,41,32
Stir-fry and soy-based sauce mixtures,5,68,48
Stir-fry and soy-based sauce mixtures,8,11,8
String beans,0,53,48
String beans,1,72,63
String beans,2,121,110
String beans,3,94,88
String beans,4,79,77
String beans,5,122,104
String beans,8,10,10
Sugar substitutes,0,133,58
Sugar substitutes,1,196,97
Sugar substitutes,2,318,161
Sugar substitutes,3,273,127
Sugar substitutes,4,173,84
Sugar substitutes,5,216,112
Sugar substitutes,8,16,7
Sugar substitutes,99,2,1
Sugars and honey,0,375,203
Sugars and honey,1,519,280
Sugars and honey,2,794,432
Sugars and honey,3,550,294
Sugars and honey,4,348,198
Sugars and honey,5,441,246
Sugars and honey,8,66,40
Sugars and honey,99,8,3
Tap water,0,1148,414
Tap water,1,1462,527
Tap water,2,2225,813
Tap water,3,1500,543
Tap water,4,1015,376
Tap water,5,1207,486
Tap water,8,179,75
Tap water,99,5,2
Tea,0,451,227
Tea,1,537,286
Tea,2,964,486
Tea,3,632,322
Tea,4,385,207
Tea,5,553,268
Tea,8,68,31
Tea,99,7,3
Tomato-based condiments,0,236,152
Tomato-based condiments,1,388,263
Tomato-based condiments,2,542,367
Tomato-based condiments,3,443,286
Tomato-based condiments,4,264,184
Tomato-based condiments,5,324,225
Tomato-based condiments,8,41,27
Tomato-based condiments,99,2,1
Tomatoes,0,243,174
Tomatoes,1,341,250
Tomatoes,2,549,401
Tomatoes,3,389,290
Tomatoes,4,258,184
Tomatoes,5,289,221
Tomatoes,8,29,24
Tomatoes,99,1,1
"Tortilla, corn, other chips",0,135,112
"Tortilla, corn, other chips",1,183,144
"Tortilla, corn, other chips",2,252,217
"Tortilla, corn, other chips",3,185,144
"Tortilla, corn, other chips",4,125,102
"Tortilla, corn, other chips",5,170,137
"Tortilla, corn, other chips",8,32,25
Tortillas,0,75,57
Tortillas,1,141,100
Tortillas,2,179,126
Tortillas,3,153,102
Tortillas,4,60,45
Tortillas,5,75,55
Tortillas,8,15,11
"Turkey, duck, other poultry",0,26,23
"Turkey, duck, other poultry",1,50,45
"Turkey, duck, other poultry",2,71,58
"Turkey, duck, other poultry",3,47,39
"Turkey, duck, other poultry",4,38,30
"Turkey, duck, other poultry",5,48,45
"Turkey, duck, other poultry",8,5,5
"Turkey, duck, other poultry",99,1,1
Turnovers and other grain-based items,0,39,34
Turnovers and other grain-based items,1,41,37
Turnovers and other grain-based items,2,65,58
Turnovers and other grain-based items,3,40,34
Turnovers and other grain-based items,4,35,31
Turnovers and other grain-based items,5,29,27
Turnovers and other grain-based items,8,1,1
Turnovers and other grain-based items,99,1,1
Vegetable juice,0,33,22
Vegetable juice,1,18,16
Vegetable juice,2,36,24
Vegetable juice,3,38,28
Vegetable juice,4,20,14
Vegetable juice,5,21,17
Vegetable juice,8,10,6
Vegetable mixed dishes,0,74,59
Vegetable mixed dishes,1,80,64
Vegetable mixed dishes,2,144,128
Vegetable mixed dishes,3,106,91
Vegetable mixed dishes,4,77,63
Vegetable mixed dishes,5,68,60
Vegetable mixed dishes,8,19,15
Vegetable mixed dishes,99,1,1
"White potatoes, baked or boiled",0,46,37
"White potatoes, baked or boiled",1,52,48
"White potatoes, baked or boiled",2,83,74
"White potatoes, baked or boiled",3,56,50
"White potatoes, baked or boiled",4,40,38
"White potatoes, baked or boiled",5,66,62
"White potatoes, baked or boiled",8,7,7
"White potatoes, baked or boiled",99,1,1
Wine,0,76,58
Wine,1,114,87
Wine,2,172,121
Wine,3,111,77
Wine,4,70,48
Wine,5,79,50
Wine,8,14,11
Yeast breads,0,597,346
Yeast breads,1,802,464
Yeast breads,2,1192,714
Yeast breads,3,892,522
Yeast breads,4,628,370
Yeast breads,5,906,527
Yeast breads,8,103,69
Yeast breads,99,11,5
"Yogurt, lowfat and nonfat",0,118,78
"Yogurt, lowfat and nonfat",1,137,99
"Yogurt, lowfat and nonfat",2,180,130
"Yogurt, lowfat and nonfat",3,83,65
"Yogurt, lowfat and nonfat",4,58,45
"Yogurt, lowfat and nonfat",5,84,63
"Yogurt, lowfat and nonfat",8,24,16
"Yogurt, whole and reduced fat",0,28,23
"Yogurt, whole and reduced fat",1,34,24
"Yogurt, whole and reduced fat",2,31,26
"Yogurt, whole and reduced fat",3,9,9
"Yogurt, whole and reduced fat",4,10,9
"Yogurt, whole and reduced fat",5,8,7
"Yogurt, whole and reduced fat",8,3,2
~ALL~,0,17307,592
~ALL~,1,23529,788
~ALL~,2,36619,1233
~ALL~,3,26486,898
~ALL~,4,17301,592
~ALL~,5,23087,849
~ALL~,8,3121,119
~ALL~,99,178,5
